"","NAME","Category","Proportion"
"454","Sanilac","Walked",3.12256983908596
"455","Sanilac","Taxicab, motorcycle, bicycle, or other means",1.30406173356463
"456","Sanilac","Worked from home",8.1055213255967
"457","Schoolcraft","Car, truck, or van - drove alone",79.2341220423412
"458","Schoolcraft","Car, truck, or van - carpooled",10.2739726027397
"459","Schoolcraft","Public transportation (excluding taxicab)",0.062266500622665
"460","Schoolcraft","Walked",5.44831880448319
"461","Schoolcraft","Taxicab, motorcycle, bicycle, or other means",0.684931506849315
"462","Schoolcraft","Worked from home",4.29638854296388
"463","Shiawassee","Car, truck, or van - drove alone",79.6209580459407
"464","Shiawassee","Car, truck, or van - carpooled",8.87489717142315
"465","Shiawassee","Public transportation (excluding taxicab)",0.13605011706638
"466","Shiawassee","Walked",1.6420932734291
"467","Shiawassee","Taxicab, motorcycle, bicycle, or other means",1.38897677656141
"468","Shiawassee","Worked from home",8.33702461557932
"469","St. Clair","Car, truck, or van - drove alone",79.9428132123059
"470","St. Clair","Car, truck, or van - carpooled",8.7574012381479
"471","St. Clair","Public transportation (excluding taxicab)",1.093832189148
"472","St. Clair","Walked",1.13699202891709
"473","St. Clair","Taxicab, motorcycle, bicycle, or other means",1.34335001281308
"474","St. Clair","Worked from home",7.72561131866798
"475","Tuscola","Car, truck, or van - drove alone",82.7553249590388
"476","Tuscola","Car, truck, or van - carpooled",9.52120881121427
"477","Tuscola","Public transportation (excluding taxicab)",0.31403604587657
"478","Tuscola","Walked",1.47005279446568
"479","Tuscola","Taxicab, motorcycle, bicycle, or other means",0.937556890588021
"480","Tuscola","Worked from home",5.00182049881668
"481","Washtenaw","Car, truck, or van - drove alone",59.3988667159399
"482","Washtenaw","Car, truck, or van - carpooled",6.77123538912157
