"","NAME","Category","Proportion"
"483","Washtenaw","Public transportation (excluding taxicab)",3.68016205414579
"484","Washtenaw","Walked",5.61386219922805
"485","Washtenaw","Taxicab, motorcycle, bicycle, or other means",1.95067203197284
"486","Washtenaw","Worked from home",22.5852016095919
"487","Wayne","Car, truck, or van - drove alone",71.8661458700139
"488","Wayne","Car, truck, or van - carpooled",8.47775327890611
"489","Wayne","Public transportation (excluding taxicab)",1.75606347073769
"490","Wayne","Walked",1.63390017823381
"491","Wayne","Taxicab, motorcycle, bicycle, or other means",2.17930104177389
"492","Wayne","Worked from home",14.0868361603346
"493","Wexford","Car, truck, or van - drove alone",76.9002123142251
"494","Wexford","Car, truck, or van - carpooled",11.7834394904459
"495","Wexford","Public transportation (excluding taxicab)",0.509554140127389
"496","Wexford","Walked",2.49823071479122
"497","Wexford","Taxicab, motorcycle, bicycle, or other means",1.22434536447275
"498","Wexford","Worked from home",7.08421797593772
